Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Duration,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price
FL119629,Air India,Bangkok,GOI,2025-04-08,6:35 PM,23:02,,0,3085.1,Business,79,Summer,Tuesday,Airbus A320,Mobile App,1,68192.06
FL184776,Qatar Airways,Bangkok,Singapore Airport,2026-01-17,21:15,11:36 PM,2h 21m,0,1444.1,First,3,Winter,Saturday,Airbus A380,Mobile App,4,127729.34
FL186081,Singapore Airlines,Jaipur,BKK,,7:10 AM,12:50,341 min,1,3110.0,Economy,13,Autumn,Monday,Boeing 777,Mobile App,3,38289.96
FL161919,GoFirst,Delhi,BLR,2026-08-18,03:00,05:47,2h 47m,0,1785.0 km,Business,,Monsoon,Tuesday,ATR 72,Mobile App,4,25000
FL192245,Singapore Airlines,Sydney,Delhi,2026-10-18,11:55 AM,03:45,15h 51m,1,10988.2,Business,34,Autumn,Sunday,Airbus A380,Website,1,200000
FL134530,Indigo,Bangalore,Chennai Airport,2026-08-01,17:55,20:14,139 min,1,296.5,Premium Economy,23,Monsoon,Saturday,ATR 72,Mobile App,1,2000
FL194741,Qatar Airways,DXB,Mumbai,2025-04-23,7:45 PM,00:00,4h 16m,,2081.5,Economy,13,Summer,Wednesday,,Website,2,28674.18
FL166593,British Airways,Dubai,Hyderabad,2025-04-25,07:15,11:08,3h 54m,0,2649.0,Economy,16,Summer,Friday,Boeing 787 Dreamliner,Third-Party,2,33633.24
FL122090,AirAsia India,Jaipur,Delhi,2026-12-16,04:25,05:13,0h 48m,0,239.0,Economy,80,Winter,,Airbus A320,Mobile App,1,2000
FL195120,Etihad Airways,Dubai,JAI,2026-04-21,09:10,12:27 PM,3h 17m,non-stop,,Economy,14,,Tuesday,Airbus A320,Third-Party,3,27773.67
FL132923,AIRASIA INDIA,Kolkata,Goa Airport,2025-06-11,21:00,01:29,4h 30m,1,1747.0,,6,,Wednesday,Airbus A321,Mobile App,4,8667.27
FL185146,Air India,Bangalore,Delhi,2026-08-25,08:30,12:40,4h 11m,,1811.8,Economy,30,Monsoon,Tuesday,Airbus A320,Mobile App,2,9662.38
FL197291,Etihad Airways,Bangkok,London,2026-06-22,08:35,11:14 PM,14h 40m,1,10033.8,Business,9,Monsoon,Monday,Airbus A320,Mobile App,1,200000
FL184755,Singapore Airlines,Delhi,Doha,2026-09-04,6:30 PM,00:37,6h 08m,2,2626.9,Economy,,Monsoon,Friday,Boeing 777,Mobile App,4,20187.85
FL153462,Etihad Airways,Frankfurt,Bangkok,2026-07-02,2:10 PM,02:13,12h 04m,0,9016.6,Economy,3,Monsoon,Thursday,Airbus A380,Website,1,
FL108199,Emirates,Singapore,Ahmedabad,2025-09-14,,08:25,6h 05m,0,4358.6,Premium Economy,11,Monsoon,Sunday,Airbus A350,Mobile App,3,118323.04
FL188797,Lufthansa,Bangkok,Doha,2025-02-06,8:30 PM,06:24,9h 54m,2 stops,5498.7,Economy,28,Winter,Thursday,Airbus A380,Third-Party,1,39643.66
FL107152,Air India,Ahmedabad,Mumbai,2025-03-30,03:05,04:10,65 min,0,455.8,Economy,33,Summer,Sunday,ATR 72,Website,3,2550.0
FL101356,Thai Airways,JFK,Sydney Airport,2026-08-08,11:05 PM,12:54 AM,25h 50m,2 stops,17247.2,Premium Economy,53,Monsoon,Saturday,Airbus A380,Website,1,200000
FL158695,Indigo,Ahmedabad,Chennai,2025-03-07,11:50,14:10,2h 21m,0,1442.3,,82,Summer,Friday,Airbus A321,Travel Agent,5,23619.09
FL153504,AirAsia India,Mumbai,,2025-02-18,10:15 AM,12:37,2h 23m,1 stop,628.4,First,0,Winter,Tuesday,Airbus A321,Third-Party,1,14822.9
FL133654,Thai Airways,Doha Airport,Dubai Airport,2025-08-07,16:25,5:24 PM,0h 59m,non-stop,379.3,Economy,22,Monsoon,Thursday,Airbus A380,Mobile App,2,15000
FL128615,Singapore Airlines,Dubai,HYD,2025-01-26,9:40 PM,2:57 AM,5h 17m,1 stop,,Economy,71,Winter,Sunday,Airbus A350,,1,21102.66
FL192690,,Hyderabad,New York,2025-02-16,4:20 PM,11:17,18.96,1 stop,13492.2,Premium Economy,35,,Sunday,Airbus A350,,1,200000
FL170289,British Airways,Frankfurt,BOM,2026-07-01,12:45 PM,00:00,11h 16m,2,6706.0,Economy,10,Monsoon,Wednesday,Boeing 787 Dreamliner,Mobile App,4,61355.08
FL176738,Singapore Airlines,Doha,London Airport,2025-01-23,6:10 PM,,9h 12m,1,5471.6,Premium Economy,7,Winter,Thursday,Airbus A320,Website,3,93544.87
FL127555,Indigo,AMD,PNQ,2026-08-01,20:40,9:51 PM,1h 12m,non-stop,540.6 km,Economy,14,Monsoon,Saturday,Airbus A320,Website,4,2661.76
FL100216,British Airways,Delhi,New York,2025-09-18,15:15,08:47,1053 min,1,12245.6 km,Business,10,Monsoon,Thursday,Airbus A380,Website,4,200000
FL148855,British Airways,Sydney,,2026-07-18,02:40,17:53,15h 13m,2 stops,9635.6,First,8,Monsoon,Saturday,Boeing 777,Third-Party,1,200000
FL175254,Emirates,Dubai Airport,Bangalore,2025-01-20,19:00,11:00 PM,4h 01m,0,2739.6,Economy,10,Winter,,Boeing 777,Mobile App,2,39148.99
FL173665,British Airways,JFK,,2025-02-18,23:05,3:52 PM,16h 48m,1,11792.8,Business,22,Winter,Tuesday,Boeing 787 Dreamliner,Third-Party,one,200000
FL100547,Qatar Airways,New York Airport,,2025-12-16,23:45,,1107 min,1 stop,13200.4,Economy,40,,Tuesday,Airbus A350,Third-Party,3,172026.61
FL190737,lufthansa,Singapore,Doha Airport,2025-09-29,00:10,8:52 AM,523 min,0,6405.1,Premium Economy,41,Monsoon,Monday,Boeing 777,Website,2,89267.97
FL124216,Etihad Airways,Sydney,Singapore,2025-05-03,2:25 AM,11:01,8h 37m,0,6330.8,Premium Economy,135,Summer,Saturday,Airbus A350,Mobile App,2,
FL187593,Thai Airways,Sydney,Ahmedabad Airport,2026-11-08,01:10,5:35 PM,16h 25m,1 stop,11065.4,Economy,31,Autumn,Sunday,Boeing 777,Travel Agent,3,78010.18
FL172768,Emirates,FRA,,2025-02-19,10:30 PM,12:29,14h 00m,1 stop,9601.5,Premium Economy,113,Winter,Wednesday,Boeing 787 Dreamliner,Mobile App,3,162507.67
FL169465,Etihad Airways,DOH,Bangkok,2026-06-11,07:50,16:42,533 min,1,5360.5,Economy,3,Monsoon,Thursday,Airbus A320,Airport Counter,2,85752.42
FL188623,AirAsia India,Jaipur Airport,Chennai,2025-09-25,5:15 AM,07:49,2.57,non-stop,,Business,42,Monsoon,Thursday,Airbus A321,Travel Agent,2,16856.27
FL125875,Lufthansa,London,Doha,2026-10-25,00:20,9:16 AM,8h 56m,1,5509.9,Premium Economy,5,Autumn,Sunday,Airbus A350,Travel Agent,4,103630.95
FL107357,Thai Airways,Singapore Airport,Mumbai,2025-03-21,11:20 AM,18:36,7h 16m,1,4195.0,Business,11,Summer,Friday,Boeing 777,Mobile App,1,168358.02
FL143406,Air India,DXB,Hyderabad,2026-07-06,10:15,15:39,5h 25m,1,,Economy,98,Monsoon,Monday,Airbus A380,Website,1,15811.83
FL118987,Thai Airways,London,GOI,2025-12-15,7:10 PM,6:45 AM,11h 35m,1,7805.7,Economy,10,Winter,Monday,Boeing 787 Dreamliner,Website,1,88761.13
FL179643,AirAsia India,Mumbai,Hyderabad Airport,2026-02-02,14:15,16:41,2.45,1,646.7,Premium Economy,27,Winter,Monday,Airbus A320,,3,3996.87
FL146974,GoFirst,Ahmedabad Airport,Hyderabad,2025-08-07,5:35 PM,21:01,3h 27m,1,917.2,Economy,122,Monsoon,Thursday,ATR 72,Mobile App,2,4568.04
FL159826,Thai Airways,PNQ,Frankfurt,2026-01-07,,00:42,10h 32m,1,7006.5,Economy,156,Winter,Wednesday,Airbus A380,Website,2,73316.33
FL157753,Thai Airways,Singapore Airport,New York,2025-06-17,06:35,02:46,20h 11m,0,,Premium Economy,70,Monsoon,Tuesday,Airbus A320,Third-Party,5,186692.25
FL155525,British Airways,,Mumbai,2025-02-16,03:05,21:52,18h 48m,1,12922.4,Business,5,Winter,Sunday,Airbus A350,Third-Party,1,200000
FL154253,emirates,Goa,LHR,2025-01-20,4:35 AM,16:33,11h 59m,1 stop,7811.5,Economy,5,Winter,Monday,Airbus A380,Website,3,116347.6
FL175826,Etihad Airways,Hyderabad,New York,2025-06-04,11:10 PM,19:49,1240 min,2,13552.1,Economy,13,Monsoon,Wednesday,Boeing 787 Dreamliner,Third-Party,2,124689.77
FL130641,Emirates,London,Goa,2026-03-09,08:35,19:20,10h 45m,0,7995.7,Economy,0,Summer,Monday,,Third-Party,2,156042.59
FL164253,Thai Airways,Frankfurt,,2025-05-31,05:50,12:46 PM,6h 56m,non-stop,5024.2,Business,15,Summer,Saturday,Boeing 777,Travel Agent,4,200000
FL101670,,Bangalore,London Airport,2026-08-24,11:05,,11h 31m,0,8586.7,Economy,116,Monsoon,Monday,Airbus A320,Mobile App,4,73167.04
FL174952,Air India,LHR,Goa,2026-06-11,11:00,9:46 PM,10h 46m,non-stop,8008.0,Premium Economy,103,Monsoon,Thursday,Boeing 777,,1,96761.02
FL178822,Etihad Airways,Jaipur,Bangkok,2026-10-28,22:10,02:40,4.51,0,3124.0,Economy,32,Autumn,Wednesday,Airbus A320,Mobile App,4,26012.82
FL137225,Thai Airways,Sydney,Goa,2025-08-20,9:20 AM,22:38,13h 19m,non-stop,9994.4,Economy,33,Monsoon,Wednesday,Airbus A380,Website,1,111830.38
FL190818,thai airways,Kolkata,Frankfurt Airport,2026-07-11,15:30,02:00,10h 31m,0,7807.4,Economy,12,Monsoon,Saturday,Boeing 787 Dreamliner,Mobile App,1,86346.59
FL166664,SpiceJet,Chennai,PNQ,2026-05-07,3:25 AM,05:09,104 min,0,963.6,Business,2,Summer,Thursday,Airbus A320,Travel Agent,1,21839.75
FL129453,Indigo,Kolkata,Pune,2025-09-16,1:55 PM,18:11,,1,1636.7,Economy,153,Monsoon,Tuesday,Boeing 737,Website,2,7002.19
FL149068,Singapore Airlines,Frankfurt Airport,DEL,2026-12-29,17:45,04:45,11h 01m,2 stops,6383.7,Economy,4,Winter,Tuesday,Airbus A380,Airport Counter,1,62128.45
FL148431,Qatar Airways,Frankfurt,BLR,2026-02-07,15:55,03:24,11.49,1,7625.5,Premium Economy,36,Winter,Saturday,Boeing 787 Dreamliner,Website,1,107934.97
FL153446,AirAsia India,Delhi,Goa,2026-09-02,23:20,03:19,3.99,1,1596.9,Business,35,Monsoon,Wednesday,Airbus A321,Website,four,15949.25
FL104674,Lufthansa,Frankfurt,Bangkok,2025-01-04,11:40,02:13,14h 33m,1,9655.1,First,20,Winter,Saturday,Airbus A380,Mobile App,1,200000
FL132712,Thai Airways,Chennai Airport,Bangkok,2026-12-05,09:20,2:28 PM,5.15,1 stop,2303.9,Premium Economy,43,Winter,Saturday,Airbus A320,Travel Agent,1,49578.42
FL154311,Emirates,Jaipur,New York,2025-05-26,00:40,8:24 PM,19h 45m,2,12604.5,Economy,8,Summer,Monday,Boeing 777,Mobile App,1,160727.27
FL119622,Air India,Chennai,Pune,2025-05-02,07:55,10:46,2h 52m,1,974.6,Economy,,Summer,Friday,ATR 72,Travel Agent,1,6311.94
FL185522,Emirates,Delhi Airport,New York,2025-07-27,1:35 PM,07:37,18h 02m,1,12405.8 km,Economy,5,Monsoon,Sunday,Boeing 787 Dreamliner,Website,2,163204.61
FL161547,AirAsia India,Delhi,BOM,2025-12-17,8:00 AM,10:00 AM,,0,1179.0,Economy,0,Winter,Wednesday,Airbus A321,Airport Counter,4,9764.44
FL173402,singapore airlines,Mumbai,Doha,2026-03-07,3:40 PM,8:33 PM,4h 54m,1,2306.2,Economy,4,Summer,Saturday,Boeing 777,Website,3,47430.86
FL182887,Thai Airways,Bangalore,JFK,2025-10-29,1:00 AM,22:52,1313 min,2 stops,14437.4,Economy,0,Autumn,Wednesday,Airbus A380,Mobile App,2,179478.57
FL102384,GoFirst,Mumbai,DEL,2025-10-20,15:05,5:08 PM,2h 04m,non-stop,1220.2,Economy,1,Autumn,Monday,Airbus A320,Mobile App,1,"Rs. 14,220.04"
FL131500,Thai Airways,BKK,New York Airport,2025-01-15,02:10,10:20 PM,20h 10m,1,14052.7,Premium Economy,13,Winter,Wednesday,Boeing 787 Dreamliner,Third-Party,2,200000
FL171752,AirAsia India,AMD,,2026-04-14,3:50 AM,07:04,195 min,1 stop,906.8,Economy,7,,Tuesday,Airbus A321,Mobile App,2,5763.85
FL135299,GoFirst,Goa,Jaipur,2026-02-03,18:55,9:09 PM,2h 15m,0,1363.2,Economy,19,Winter,Tuesday,ATR 72,Travel Agent,4,6363.24
FL173933,Vistara,Mumbai,Hyderabad,2026-01-25,17:55,7:16 PM,,,664.9,Premium Economy,9,Winter,Sunday,Airbus A320,Website,5,10026.21
FL188851,Indigo,PNQ,Chennai,2026-01-27,6:55 AM,8:39 AM,1h 44m,non-stop,963.7,Economy,7,Winter,Tuesday,ATR 72,Travel Agent,1,5971.27
FL124719,Qatar Airways,Sydney,Mumbai Airport,2026-03-31,,1:28 AM,998 min,2,,Economy,2,Summer,Tuesday,Airbus A320,Website,5,
FL141481,British Airways,Frankfurt Airport,Goa,2025-06-17,1:40 AM,1:11 PM,11.53,1,7282.5,Economy,11,Monsoon,Tuesday,Boeing 787 Dreamliner,Website,2,71343.4
FL157760,,Delhi,Kolkata Airport,2025-12-11,13:55,16:12,137 min,0,1395.0,Business,9,Winter,Thursday,Airbus A321,Website,2,
FL190026,Lufthansa,,Chennai,2025-12-08,22:25,11:31 AM,13h 07m,non-stop,9840.3,Economy,129,Winter,Monday,Boeing 787 Dreamliner,Website,2,92994.18
FL193367,thai airways,Chennai,Dubai,2025-12-24,14:20,18:53,4.55,0,3161.9,Economy,8,Winter,,Boeing 787 Dreamliner,Travel Agent,2,46049.12
FL120960,SINGAPORE AIRLINES,Ahmedabad,,2025-12-06,7:30 PM,2:58 AM,7h 29m,1,4391.1,Economy,120,Winter,Saturday,Boeing 787 Dreamliner,Travel Agent,2,38509.33
FL191511,Emirates,Frankfurt,BLR,2026-05-06,12:25 PM,12:04 AM,11h 39m,1,7449.9,Premium Economy,31,Summer,Wednesday,Airbus A380,Website,3,107948.22
FL121396,British Airways,,SYD,2026-08-11,13:30,01:25,11h 56m,1 stop,7833.9,Economy,39,Monsoon,Tuesday,Boeing 777,Airport Counter,1,56371.97
FL183923,,LHR,Dubai,,01:40,10:53,9.23,1,5540.0,Economy,13,Monsoon,Wednesday,Boeing 777,Travel Agent,1,70953.27
FL118876,Emirates,AMD,BKK,2025-10-26,01:00,08:29,7h 29m,2 stops,,Economy,34,Autumn,Sunday,Airbus A380,Airport Counter,1,23610.24
FL112086,THAI AIRWAYS,FRA,Pune Airport,2026-07-01,5:40 PM,3:56 AM,10h 17m,1,6693.1,Economy,40,Monsoon,Wednesday,Boeing 787 Dreamliner,Airport Counter,1,53101.84
FL154521,Lufthansa,DOH,Singapore Airport,2025-06-12,2:25 AM,12:35,10h 10m,1 stop,6679.8,Economy,1,Monsoon,Thursday,Airbus A320,Mobile App,2,
FL106223,Emirates,Singapore,,,11:00 AM,13:21,2h 22m,non-stop,,Economy,15,Winter,Friday,Airbus A380,Website,2,17444.86
FL190996,Indigo,Jaipur Airport,GOI,2025-07-14,7:10 AM,10:36 AM,207 min,1 stop,1373.2,Economy,2,Monsoon,Monday,Boeing 737,Mobile App,2,7993.13
FL130379,SpiceJet,Mumbai,Delhi,2025-02-12,2:00 AM,04:00,2h 01m,0,1177.6,Economy,41,Winter,Wednesday,ATR 72,Airport Counter,2,6087.57
FL149699,Qatar Airways,SIN,London,2026-08-17,01:40,8:09 PM,18h 30m,2 stops,11259.9,Economy,5,,Monday,Boeing 777,Website,4,142278.9
FL105783,SPICEJET,Jaipur,Kolkata Airport,2025-04-04,12:25,2:39 PM,2h 15m,non-stop,1361.4,Economy,0,Summer,Friday,Airbus A321,Travel Agent,2,17517.83
FL126996,Emirates,PNQ,SIN,2025-01-29,12:05,19:13,7h 09m,1 stop,3926.5,Premium Economy,124,Winter,Wednesday,Airbus A320,Mobile App,1,76352.61
FL159732,Etihad Airways,Frankfurt Airport,SIN,2025-05-29,02:15,19:49,17h 34m,2,,Economy,11,Summer,Thursday,Boeing 777,Website,1,148965.97
FL109806,Thai Airways,Doha,Bangkok,2026-03-02,8:15 PM,05:11,536 min,1,5360.5,Economy,4,Summer,Monday,Boeing 777,Third-Party,6,54077.85
FL110040,AirAsia India,Hyderabad,Jaipur Airport,2026-04-18,7:25 PM,9:22 PM,1h 57m,non-stop,1134.8,Economy,14,Summer,Saturday,ATR 72,Airport Counter,1,7807.6
FL161736,Singapore Airlines,LHR,New York Airport,2025-04-27,8:10 AM,16:08,7h 59m,non-stop,5833.5,Economy,52,Summer,,Boeing 787 Dreamliner,Airport Counter,1,62098.68
FL107607,Lufthansa,Bangkok,Jaipur,2026-09-26,2:20 AM,08:06,5h 47m,1,2984.0,Premium Economy,14,,,Boeing 787 Dreamliner,Travel Agent,1,42703.07
FL173696,Lufthansa,London,,2026-06-11,1:20 AM,10:42 AM,9h 22m,1,5576.1,Premium Economy,112,Monsoon,Thursday,Boeing 787 Dreamliner,Airport Counter,1,52688.63
FL107049,British Airways,Sydney,Goa,2026-09-04,12:40 PM,03:29,14h 49m,1 stop,10251.6,,37,Monsoon,Friday,Airbus A320,Mobile App,1,75366.81
FL114551,British Airways,London,Hyderabad,2025-01-26,1:30 AM,3:00 PM,13h 31m,2 stops,8247.3,Premium Economy,32,Winter,Sunday,Boeing 787 Dreamliner,Mobile App,5,100145.17
FL169918,,Frankfurt,GOI,2026-05-14,03:30,4:34 PM,13h 04m,2,7250.8,Economy,0,Summer,Thursday,Airbus A380,Third-Party,2,129460.72
FL109705,Thai Airways,Pune,,2026-01-01,08:15,15:26,432 min,1 stop,3851.6,Economy,44,Winter,Thursday,,Mobile App,4,39872.53
FL109300,Vistara,Ahmedabad,Mumbai Airport,2026-10-07,01:45,2:49 AM,1.07,non-stop,443.8,First,44,Autumn,Wednesday,ATR 72,Airport Counter,1,8872.23
FL193332,Qatar Airways,Bangkok,Hyderabad Airport,2025-01-01,,2:50 AM,5h 10m,1,2427.7,Economy,24,Winter,Wednesday,Airbus A320,Travel Agent,1,28707.46
FL112682,Etihad Airways,Kolkata,SYD,2026-02-20,15:20,6:43 AM,15h 23m,2,9673.4,Economy,124,Winter,Friday,Airbus A380,Website,1,76403.25
FL174800,Vistara,BOM,Kolkata,2025-07-05,15:05,17:50,2h 46m,non-stop,1764.4,Economy,3,Monsoon,Saturday,ATR 72,Mobile App,1,11651.13
FL133626,BRITISH AIRWAYS,Frankfurt Airport,Dubai,2026-02-23,8:00 AM,2:59 PM,6h 59m,0,5061.0,First,0,Winter,Monday,Boeing 787 Dreamliner,Third-Party,,200000
FL176687,,Doha Airport,Pune,2026-08-21,05:10,11:48 AM,6h 39m,2,2511.0,Economy,8,Monsoon,Friday,Boeing 787 Dreamliner,Website,1,30235.85
FL101964,qatar airways,Sydney,DOH,2026-08-29,07:45,2:14 AM,18h 29m,1,12847.2,Premium Economy,8,Monsoon,Saturday,Boeing 777,Website,1,200000
FL119721,SpiceJet,GOI,Kolkata,2025-01-28,2:25 PM,18:29,4h 04m,1,1750.7,Premium Economy,7,Winter,Tuesday,ATR 72,Website,1,20868.09
FL180610,GoFirst,Mumbai,Delhi,2025-01-02,05:20,07:24,2h 05m,0,1230.1,,,Winter,Thursday,ATR 72,Travel Agent,5,15798.88
FL167713,GoFirst,Goa,Ahmedabad,,12:30 AM,3:17 AM,2h 47m,1 stop,916.8,,2,Monsoon,Monday,Airbus A321,Travel Agent,2,6539.02
FL184681,SpiceJet,Pune,Delhi,,04:25,06:30,2h 05m,0,1236.6,Premium Economy,11,Autumn,Monday,ATR 72,Website,1,8492.33
FL158630,Singapore Airlines,Sydney,DXB,2025-12-15,2:50 AM,8:47 PM,17h 57m,1,12616.5,Business,0,Winter,Monday,Airbus A350,Website,1,200000
FL196917,Lufthansa,,Goa,2025-12-31,8:45 AM,21:38,773 min,2,6983.8,Economy,35,Winter,Wednesday,Airbus A350,Website,1,47398.83
FL107426,GoFirst,Bangalore Airport,HYD,2025-12-30,5:40 AM,8:26 AM,2h 46m,1,525.1,Economy,47,Winter,Tuesday,Boeing 737,Website,4,2000
FL168653,SpiceJet,DEL,CCU,2025-03-12,9:15 AM,11:29 AM,2h 15m,0,1359.4,Business,10,Summer,Wednesday,Airbus A320,Third-Party,2,25000
FL141764,Thai Airways,New York,Singapore,2025-03-17,07:50,04:58,1268 min,0,16094.4,Economy,19,Summer,Monday,Airbus A320,,4,200000
FL140360,SINGAPORE AIRLINES,,Jaipur Airport,2025-05-12,10:35 AM,14:11,3h 37m,non-stop,2429.6,Economy,42,,Monday,Airbus A320,Website,3,
FL191520,Air India,Mumbai Airport,Hyderabad Airport,2025-11-22,14:20,15:40,1h 20m,0,656.0,First,9,Autumn,,ATR 72,Mobile App,4,25000
FL160977,Thai Airways,New York Airport,JAI,2025-04-05,10:30,05:56,19h 26m,2,12625.8 km,Economy,11,Summer,Saturday,Airbus A350,Travel Agent,5,113701.15
FL190397,VISTARA,Mumbai,Goa Airport,2026-01-08,03:25,4:29 AM,1h 05m,non-stop,454.8,Economy,10,Winter,Thursday,Airbus A321,Third-Party,2,"Rs. 2,914.09"
FL119958,Vistara,Kolkata,Sydney,2026-07-28,17:55,8:15 AM,14.34,1 stop,9782.2,Economy,36,Monsoon,Tuesday,Boeing 787 Dreamliner,Third-Party,1,70997.29
FL114685,SpiceJet,Ahmedabad,DEL,2026-02-07,02:00,03:32,1h 33m,0,818.5,Business,45,Winter,Saturday,Airbus A320,Mobile App,2,12195.08
FL159843,Singapore Airlines,,DOH,2025-05-09,20:35,00:01,3h 26m,non-stop,2290.9,Economy,6,,Friday,Airbus A320,Website,4,49912.19
FL112999,,Bangalore,Pune,2026-05-10,9:25 AM,10:52,1h 27m,0,746.5,Economy,35,Summer,Sunday,Boeing 737,Website,1,3345.47
FL126512,British Airways,Delhi,London,2025-10-17,01:00,11:28 AM,629 min,1 stop,6782.5 km,Economy,27,Autumn,Friday,Boeing 777,,1,
FL123966,SpiceJet,Goa,JAI,2026-06-14,6:05 PM,20:19,2h 15m,non-stop,1362.1,Economy,0,Monsoon,Sunday,Airbus A320,Travel Agent,4,9710.64
FL164957,air india,Goa,Jaipur,2026-10-15,15:20,5:36 PM,2h 17m,0,1387.1,Economy,106,Autumn,Thursday,ATR 72,Website,one,6189.46
FL143115,Air India,Kolkata,Mumbai,2025-07-10,2:00 AM,04:42,2h 42m,0,1716.0,Business,129,Monsoon,Thursday,Airbus A320,Mobile App,1,"Rs. 23,634.30"
FL114046,GoFirst,Pune,Bangalore,2026-08-16,2:15 AM,3:45 AM,91 min,non-stop,788.8,Economy,10,Monsoon,Sunday,ATR 72,Mobile App,3,4123.51
FL180082,Thai Airways,Bangkok,Singapore,2026-04-29,20:20,22:40,,non-stop,,Economy,3,Summer,Wednesday,Boeing 777,Mobile App,1,26889.71
FL154522,Vistara,Bangalore,PNQ,2026-03-07,,15:23,2h 34m,1,738.4,Premium Economy,6,Summer,Saturday,ATR 72,Website,1,12064.38
FL128759,British Airways,CCU,New York,2025-07-06,09:35,4:59 AM,19h 24m,1,13534.7,Economy,,Monsoon,Sunday,Airbus A320,Website,3,117186.84
FL156455,Lufthansa,Goa,New York,2026-12-18,14:00,9:44 AM,19h 45m,1,13759.6,Economy,8,Winter,Friday,Boeing 777,Mobile App,3,"Rs. 193,780.51"
FL171884,Qatar Airways,GOI,Doha,2026-11-15,6:20 AM,11:21 AM,5h 01m,1,,Premium Economy,37,Autumn,Sunday,Boeing 777,Website,1,36769.62
FL116623,Emirates,Sydney,CCU,2025-05-01,20:00,09:02,13h 03m,0,9787.3,Economy,9,Summer,Thursday,Airbus A350,Website,1,125478.05
FL175790,Qatar Airways,Frankfurt,JFK,2025-06-07,10:30 AM,19:07,518 min,non-stop,6339.2,Economy,41,Monsoon,Saturday,Airbus A380,Website,1,56021.04
FL111596,Indigo,HYD,Jaipur,2026-10-23,01:45,03:43,118 min,0,1144.5,Premium Economy,13,Autumn,Friday,Airbus A321,Travel Agent,2,8398.32
FL131648,Emirates,Chennai Airport,New York Airport,2026-02-12,12:40,08:10,19.51,1,13607.6,Economy,,Winter,Thursday,Airbus A320,Mobile App,,200000
FL180129,Air India,Pune Airport,Jaipur Airport,2026-01-10,00:20,2:03 AM,1h 44m,0,961.7,Business,7,Winter,Saturday,Airbus A320,Third-Party,3,22673.62
FL164368,Qatar Airways,Doha,Dubai,2026-04-28,1:25 PM,15:39,2h 14m,1 stop,378.6,Economy,43,Summer,Tuesday,Airbus A320,Mobile App,2,15000
FL118664,Vistara,London,Bangkok,2025-10-16,04:35,8:20 PM,15h 45m,2,9853.5,Economy,15,Autumn,Thursday,Boeing 777,Mobile App,1,67021.53
FL195829,,Doha,Frankfurt,2026-04-23,04:25,,6h 45m,0,4875.3,Economy,82,Summer,Thursday,Boeing 787 Dreamliner,Website,3,41010.62
FL107919,Emirates,Doha,MAA,2025-12-27,12:10,18:42,6h 33m,1,3375.1,Economy,55,Winter,,Airbus A320,Website,2,44726.25
FL118315,Qatar Airways,BLR,LHR,2026-03-11,14:55,03:59,13.07,1 stop,8498.7,Business,3,Summer,Wednesday,Airbus A350,Travel Agent,6,200000
FL153624,,Sydney,SIN,2026-07-18,18:55,06:16,11.36,,6704.9,Economy,31,,Saturday,Airbus A350,Airport Counter,1,
FL136515,Etihad Airways,GOI,Singapore,2025-04-30,11:15 AM,4:35 PM,5h 20m,0,3770.5,,9,Summer,Wednesday,Boeing 787 Dreamliner,Third-Party,2,200000
FL112975,Emirates,AMD,Bangkok,2026-05-27,5:40 PM,12:25 AM,6.75,2,3292.2,Economy,11,Summer,Wednesday,Airbus A380,Mobile App,1,28693.48
FL160449,British Airways,Doha Airport,Dubai Airport,2025-07-04,17:20,18:20,1h 01m,0,403.0,Economy,35,Monsoon,Friday,Airbus A350,Travel Agent,2,15000
FL155358,Emirates,Doha,Kolkata,2025-09-05,23:00,4:26 AM,5h 26m,0,3852.4,Economy,8,Monsoon,Friday,Airbus A350,Website,2,47768.17
FL194698,Emirates,Chennai,London,2026-07-21,22:30,10:52,,1 stop,8247.8,Economy,66,Monsoon,Tuesday,Boeing 787 Dreamliner,Mobile App,2,81480.37
FL130256,Etihad Airways,Delhi,New York,2025-10-30,01:00,9:19 PM,20h 19m,2,12685.8,Economy,21,Autumn,Thursday,Airbus A320,Website,2,105515.24
FL149649,British Airways,SYD,Dubai,2025-08-13,1:40 AM,7:02 PM,1042 min,1,12125.3,Economy,9,Monsoon,Wednesday,Airbus A380,Mobile App,1,
FL131904,GoFirst,Jaipur,Kolkata,2025-03-25,16:05,20:02,3h 58m,1,1447.0,Economy,20,Summer,Tuesday,Airbus A321,Third-Party,5,6836.65
FL117952,Lufthansa,Sydney,Doha,,2:25 PM,07:33,17h 09m,0,12982.9,Economy,162,Winter,Saturday,Airbus A320,Mobile App,1,159187.69
FL164406,SpiceJet,Jaipur,Bangalore,2025-11-15,8:40 AM,12:55,4h 15m,1 stop,1580.6,,10,Autumn,Saturday,ATR 72,Travel Agent,2,7942.13
FL173726,AIRASIA INDIA,Bangalore,Pune,2026-06-13,03:30,05:00,1h 31m,0,791.1,Economy,40,Monsoon,Saturday,ATR 72,Third-Party,2,4204.09
FL120785,AIRASIA INDIA,PNQ,Bangalore Airport,2025-02-19,19:05,8:36 PM,1h 31m,0,793.3,First,36,Winter,Wednesday,Boeing 737,,2,14597.89
